time_step,error_history,max_cost_history,min_cost_history,cost_norm_history,rugged_terr,warm_start,imperfect_state
0,0.1923479393224399,685074.0236610665,644386.9081933334,40687.11546773312,True,False,True
1,1.0187608520320437,233139.22925843642,223000.83566298272,10138.393595453701,True,False,True
2,1.0195573969008203,226656.56006935373,207983.73271219674,18672.827357156988,True,False,True
3,1.0204067933779575,218272.09193653008,198989.90395577688,19282.187980753195,True,False,True
4,1.0214912135295215,206889.66761253081,191406.236288988,15483.431323542813,True,False,True
5,1.0227169426800056,198873.99333205225,182896.54310652288,15977.450225529377,True,False,True
6,1.0241947984332616,190740.0228358577,172410.3177434061,18329.705092451593,True,False,True
7,1.0259762017787961,183576.35507477674,162010.69257328974,21565.662501487008,True,False,True
8,1.0275459916384582,170875.06516840722,150062.92474055727,20812.140427849954,True,False,True
9,1.027702982514979,161717.1635386722,146531.63846825695,15185.525070415257,True,False,True
10,1.0272729640487113,162722.93093326656,145355.80246101774,17367.12847224882,True,False,True
11,1.0267069973721727,145079.11495710822,120206.08037038395,24873.034586724272,True,False,True
12,1.025590894324394,282821.3325761355,115727.78032019647,167093.55225593905,True,False,True
13,1.0243463771466415,144578.33979931852,129490.31933017526,15088.02046914326,True,False,True
14,1.0230007392837432,137581.44058068196,109419.38891908305,28162.051661598904,True,False,True
15,1.021642174255551,132816.4072804982,111113.94491613515,21702.462364363062,True,False,True
16,1.0201984990499158,119562.82969553789,101123.4651275557,18439.364567982193,True,False,True
17,1.0190894052519603,101374.31713846,89222.11296017107,12152.204178288928,True,False,True
18,1.017998898980678,99577.4402601582,87494.9724797241,12082.46778043409,True,False,True
19,1.0171270752305535,96373.56638860005,80835.11702406323,15538.44936453682,True,False,True
20,1.016334737087929,97546.61002166523,84073.2285314012,13473.38149026403,True,False,True
21,1.015577417076731,92244.88628588164,81115.47950745697,11129.406778424673,True,False,True
22,1.0147783960500332,99169.52837985355,72825.05701631983,26344.471363533725,True,False,True
23,1.0138827085543545,87208.70328477913,71628.07904881076,15580.624235968367,True,False,True
24,1.0127245499410342,86098.59609196852,68716.20711922822,17382.3889727403,True,False,True
25,1.0114260032121751,78725.96153593765,64928.08187568466,13797.879660252991,True,False,True
26,1.0100774884742505,72953.00395438784,59567.55951067693,13385.444443710905,True,False,True
27,1.0090401776881148,80270.53415631523,63567.011765687814,16703.52239062742,True,False,True
28,1.008409396564084,71987.32652575785,60057.02834187917,11930.298183878673,True,False,True
29,1.0081083004139852,70798.74651245278,58956.648704652966,11842.097807799815,True,False,True
30,1.0077160077573941,66644.25301336238,55158.066240066335,11486.186773296045,True,False,True
31,1.0071692295820096,59929.836254997754,48642.551518603126,11287.284736394628,True,False,True
32,1.0066566172370663,53174.87267746043,45609.78993979566,7565.082737664772,True,False,True
33,1.0061431515254695,58057.65636527926,46029.56703986351,12028.089325415749,True,False,True
34,1.0055498933212754,54296.2428963092,42554.506279985595,11741.736616323607,True,False,True
35,1.0047982352218852,70503.82644643076,48554.796870331564,21949.029576099194,True,False,True
36,1.0037768284620292,54373.38097715547,47324.41431226913,7048.966664886342,True,False,True
37,1.0025702906671772,52753.048381597364,43639.277807461374,9113.77057413599,True,False,True
38,1.0013353705014998,51315.547396263966,42652.70603369245,8662.841362571518,True,False,True
39,0.9999594818949956,51042.059165202096,40576.40517364292,10465.653991559178,True,False,True
40,0.9984750486859106,54574.50373940089,42831.51869577471,11742.985043626184,True,False,True
41,0.996803542298738,49611.15269429251,40545.071126513605,9066.081567778907,True,False,True
42,0.99491107650988,51013.581478774475,40778.176666302264,10235.40481247221,True,False,True
43,0.9927036597624685,42656.24819372469,37474.09308069997,5182.155113024724,True,False,True
44,0.990194479426804,45949.79635081612,38514.32720042426,7435.469150391858,True,False,True
45,0.987442889941392,48217.290592267185,40126.59690882913,8090.693683438054,True,False,True
46,0.9844424299154841,44278.97279304033,36521.96085525429,7757.011937786039,True,False,True
47,0.9813854437592452,43249.39262568181,38052.66097041986,5196.731655261945,True,False,True
48,0.978213102174009,46718.44802793264,40895.4162226872,5823.031805245439,True,False,True
49,0.9750719501330647,46119.87827388473,38248.03683929626,7871.841434588467,True,False,True
50,0.9718286479872189,39645.89540809006,35755.588191952935,3890.3072161371238,True,False,True
51,0.9685684856498421,40135.186990786715,35349.94952548104,4785.237465305676,True,False,True
52,0.9652979792721664,38549.62794759631,33063.01874666003,5486.6092009362765,True,False,True
53,0.962059904118384,75277.51074705672,44573.08039913056,30704.430347926158,True,False,True
54,0.958970097621888,43751.206252554635,37145.17617448672,6606.030078067917,True,False,True
55,0.9562323468760148,48728.8139452809,41812.07922972809,6916.734715552804,True,False,True
56,0.9538024978448607,43568.71808972759,35520.8451298071,8047.872959920489,True,False,True
57,0.9517019136707947,51483.70771579357,43855.21318350914,7628.494532284429,True,False,True
58,0.949817157832521,41401.92744832138,36460.95156028931,4940.975888032073,True,False,True
59,0.9481233003691146,39850.79767568184,35190.89206464743,4659.90561103441,True,False,True
60,0.9465924447482187,46278.06268514053,36309.654695810445,9968.407989330088,True,False,True
61,0.9451852842950473,41571.66384807427,35881.096025793566,5690.567822280704,True,False,True
62,0.9437541447722263,43412.67602392098,36102.19335120022,7310.482672720762,True,False,True
63,0.9423667208860882,42037.35530257888,35101.95431897243,6935.400983606451,True,False,True
64,0.9410034163989757,41815.9124503418,37901.00605093004,3914.9063994117605,True,False,True
65,0.9396899879884726,37017.22158265549,31535.9128632701,5481.30871938539,True,False,True
66,0.9384202137116746,42387.92542991758,36580.999185749795,5806.926244167786,True,False,True
67,0.9374379297320704,39583.45478914993,34890.15767040581,4693.297118744122,True,False,True
68,0.9367248694463133,39938.294634123245,35510.87276656201,4427.421867561236,True,False,True
69,0.9361775705182768,46069.69890553989,36653.395362867384,9416.303542672504,True,False,True
70,0.935768615222742,38658.89720270342,34126.13550955546,4532.761693147957,True,False,True
71,0.9356232488043951,39048.00647166955,34467.65456653622,4580.351905133328,True,False,True
72,0.9355337774752212,37558.83380385519,31371.38274934067,6187.451054514517,True,False,True
73,0.9354233591858929,36394.138732970874,31902.3494830489,4491.789249921974,True,False,True
74,0.9351883490204529,40254.27641598955,34885.9614984982,5368.314917491349,True,False,True
75,0.9350683060093095,41810.612678350684,32117.831702028496,9692.780976322189,True,False,True
76,0.9349474238900447,38588.16479265707,34431.66604330297,4156.498749354105,True,False,True
77,0.9349200049652945,38932.60287973396,34237.132668232276,4695.470211501684,True,False,True
78,0.934759226241819,41571.80624732614,35065.1571712401,6506.64907608604,True,False,True
79,0.9346328312288743,45326.42848165155,38567.965162945824,6758.463318705726,True,False,True
80,0.9346621711796401,41788.97723093134,36188.308969789694,5600.668261141647,True,False,True
81,0.9347574209372871,40634.15426414721,35437.89034943573,5196.263914711482,True,False,True
82,0.9349525018435614,42475.115355714006,36314.16706634787,6160.948289366133,True,False,True
83,0.935166605728551,39888.015524418915,36027.854468248,3860.1610561709167,True,False,True
84,0.9353911119810973,51770.57056036817,40837.73223511726,10932.838325250908,True,False,True
85,0.935775511922062,41084.14031901883,36890.62817929569,4193.512139723141,True,False,True
86,0.9362509108927902,43061.513682266115,36963.34252414486,6098.1711581212585,True,False,True
87,0.9367893887631626,39276.528290603455,35173.00483910649,4103.523451496963,True,False,True
88,0.9372286886457072,42968.95154847167,35676.20240144538,7292.74914702629,True,False,True
89,0.9375216525471247,39720.60082510204,34149.29663328609,5571.304191815951,True,False,True
90,0.9376618208706792,45240.793487763294,40182.733317999366,5058.060169763929,True,False,True
91,0.9376603246218328,42177.3131874584,36955.92663161,5221.386555848403,True,False,True
92,0.9374618873439775,49113.8206055681,40938.170316914664,8175.650288653436,True,False,True
93,0.9370940016944297,40577.74922466532,34945.776037062686,5631.973187602634,True,False,True
94,0.9366039858470204,38470.937749266624,34657.48021066764,3813.457538598981,True,False,True
95,0.9359306969711946,41565.66619241881,35711.27506084825,5854.391131570555,True,False,True
96,0.9352918881000928,55674.6345916061,46135.189962930366,9539.44462867573,True,False,True
97,0.9346913756038858,44793.47204793066,37641.94499697002,7151.527050960642,True,False,True
98,0.9340337045932933,41731.142115641065,37111.44281978789,4619.699295853177,True,False,True
99,0.9333878023532517,40963.58603344935,33587.95509792301,7375.6309355263365,True,False,True
100,0.9326357409689191,41527.63442699223,34359.68691829755,7167.947508694677,True,False,True
101,0.9316569189662741,48853.80681624907,39898.29699735157,8955.509818897495,True,False,True
102,0.9306414837067578,41586.437164254356,35423.12186963349,6163.315294620865,True,False,True
103,0.9294882159388467,43310.33214410932,36759.8570342414,6550.475109867919,True,False,True
104,0.928227134652407,39338.625061700324,34918.282482712915,4420.342578987409,True,False,True
105,0.9268043243331,51404.95431576679,40446.14896701687,10958.80534874992,True,False,True
106,0.9252460367150049,41065.0969791627,35008.31645704205,6056.780522120651,True,False,True
107,0.9234794461805504,43037.34968949581,36079.70490590745,6957.644783588359,True,False,True
108,0.9217169213527833,42619.78466597533,35820.47494050294,6799.309725472383,True,False,True
109,0.9199424543455699,39648.27328096747,35865.106766804005,3783.1665141634658,True,False,True
110,0.9183199561390045,37336.71850935832,32200.33892215141,5136.379587206906,True,False,True
111,0.9166372875143116,43205.22893608271,36016.52051338702,7188.708422695694,True,False,True
112,0.9148469464788129,39556.89894964885,33006.404207118525,6550.494742530325,True,False,True
113,0.913066797561383,40881.205446110675,34445.71426531256,6435.491180798112,True,False,True
114,0.9114550676238259,41570.96827291998,34162.80671233295,7408.161560587025,True,False,True
115,0.9098249643622005,41331.20931215158,35193.36514023896,6137.84417191262,True,False,True
116,0.9083422147133688,50024.86262812808,41873.251440032014,8151.611188096067,True,False,True
117,0.9069310246055634,41368.858835289626,35991.872503460516,5376.98633182911,True,False,True
118,0.9056932352423724,38719.270062457086,34000.8167265107,4718.453335946389,True,False,True
119,0.9044703592495379,40178.34585883656,32494.095076504265,7684.250782332296,True,False,True
120,0.9034689463680506,65062.04634435843,53112.29877215494,11949.747572203487,True,False,True
121,0.9028823053687505,38743.30117640729,34366.88818925516,4376.412987152129,True,False,True
122,0.9026836040624773,42588.7934193292,36072.608909544484,6516.184509784718,True,False,True
123,0.9026534955530978,40780.38390869396,32622.006312951955,8158.3775957420075,True,False,True
124,0.9025835751600734,41179.95735466564,37050.19605245867,4129.761302206971,True,False,True
125,0.9024465312743813,43121.45408016292,35528.081761757756,7593.372318405163,True,False,True
126,0.9024473855565234,52562.67887330981,42323.92014735205,10238.758725957756,True,False,True
127,0.9025904878134555,41002.661561104156,35737.38175275992,5265.279808344239,True,False,True
128,0.9026592102882923,51554.880522364474,44645.39611666764,6909.484405696836,True,False,True
129,0.9025885722344676,43533.67909804305,37235.651802016335,6298.0272960267175,True,False,True
130,0.9023497844260154,38964.51562303517,34210.02819785864,4754.487425176529,True,False,True
131,0.9019954026916005,44113.76342923367,37713.1980156317,6400.565413601973,True,False,True
132,0.9014507321151087,52673.59135990419,41264.8733631052,11408.717996798987,True,False,True
133,0.9008177411138487,43128.06685157075,36621.03741339155,6507.029438179205,True,False,True
134,0.900048994420128,48822.725659553704,39925.97611116267,8896.749548391032,True,False,True
135,0.8991919353980499,41818.199765210964,36352.573048295555,5465.626716915409,True,False,True
136,0.8983521000835847,51517.497862458185,38307.251337283444,13210.246525174742,True,False,True
137,0.8975957463711526,47801.3944257085,41741.88113034645,6059.513295362049,True,False,True
138,0.8968132400880142,43786.38991712159,36598.276359265314,7188.113557856275,True,False,True
139,0.8961320617934256,58465.4768781513,39652.343720545934,18813.133157605364,True,False,True
140,0.8955063300111625,46111.557107185785,39902.67078842833,6208.886318757453,True,False,True
141,0.8949583474668156,44599.69429642898,37686.4976318713,6913.196664557676,True,False,True
142,0.8944243986505409,53027.07892878963,40008.8901189932,13018.188809796433,True,False,True
143,0.8940132767729846,44986.40305593491,36468.463202359344,8517.939853575568,True,False,True
144,0.8936346120177496,52584.459156998455,44666.7929026224,7917.666254376054,True,False,True
145,0.8933228628890624,49002.191163303774,39915.03520130266,9087.155962001118,True,False,True
146,0.8930698781621196,45890.19407371452,40921.82858920099,4968.365484513532,True,False,True
147,0.8929217994666808,47781.778496268635,36307.98994574809,11473.788550520541,True,False,True
148,0.8929151193232667,54105.064066515944,42879.76431949828,11225.299747017663,True,False,True
149,0.8928821320276663,44627.353600226954,36527.09595115188,8100.257649075073,True,False,True
150,0.8928370645365464,44118.32374934762,36871.12657659793,7247.197172749686,True,False,True
151,0.8928485709844974,42787.20957608496,35787.6797242809,6999.529851804065,True,False,True
152,0.8929082944937187,47765.13573722077,37498.095315448445,10267.040421772326,True,False,True
153,0.8930660083507828,42015.86724606033,35401.942336302454,6613.924909757872,True,False,True
154,0.8933961768135534,48312.98109304419,40433.48228336377,7879.498809680415,True,False,True
155,0.893770303884635,41979.124183299355,37635.71159179535,4343.412591504006,True,False,True
156,0.8942632104157441,43868.105278884745,38418.39586188042,5449.709417004327,True,False,True
157,0.8948848751410353,42279.1185960484,36754.28378452979,5524.834811518609,True,False,True
158,0.8955617534210648,38952.46585634998,33538.645422438014,5413.820433911969,True,False,True
159,0.8962699804387927,45854.45914397777,37170.02371634162,8684.435427636156,True,False,True
160,0.8969697284778735,93861.77473146639,40789.88228446652,53071.89244699987,True,False,True
161,0.8976557090716348,38836.880539495454,33574.42759185396,5262.452947641497,True,False,True
162,0.8981476574535328,42329.10535833961,36728.83900555576,5600.266352783852,True,False,True
163,0.898629919329363,53677.79283006204,46852.570496513144,6825.222333548896,True,False,True
164,0.8992311129982556,50694.67291655265,41911.612326871196,8783.060589681452,True,False,True
165,0.8996799581251405,43157.98273306509,37218.108883028035,5939.873850037053,True,False,True
166,0.8998844789437984,51826.95207549272,42975.2613751905,8851.69070030222,True,False,True
167,0.8998226180106541,45862.74862949076,36951.22361303025,8911.52501646051,True,False,True
168,0.8996567732994039,41280.034153325105,33875.25052158297,7404.783631742132,True,False,True
169,0.8993555271252632,40787.84873721568,34933.7896944251,5854.0590427905845,True,False,True
170,0.8989739737989342,40467.06613569728,34701.56755826238,5765.498577434897,True,False,True
171,0.898632552509082,45415.03761494305,38088.97827491528,7326.059340027772,True,False,True
172,0.8981665828037064,42694.103983290996,35305.94655124491,7388.157432046086,True,False,True
173,0.8975463958415736,45838.16649474837,38842.71069573451,6995.455799013864,True,False,True
174,0.8968513657254551,41090.659835379614,35630.30296043331,5460.356874946301,True,False,True
175,0.8962432873919427,38263.39969959446,33171.83650073809,5091.563198856369,True,False,True
176,0.8956818547738813,43672.18244401549,36974.25022702559,6697.932216989895,True,False,True
