time_step,error_history,max_cost_history,min_cost_history,cost_norm_history,rugged_terr,warm_start,imperfect_state
0,0.19234605889464815,904922.3487285828,853056.1211452825,51866.22758330032,True,True,False
1,1.0187621116147076,232692.22872502066,222422.91355570935,10269.315169311303,True,True,False
2,1.0195394873104353,229689.4771425342,215157.0881867234,14532.388955810777,True,True,False
3,1.020367870017121,223838.6465682436,208911.86881179095,14926.777756452648,True,True,False
4,1.0214371373424358,217193.5675542906,198822.01073736078,18371.556816929835,True,True,False
5,1.0225659869764634,215302.18775787565,190724.10926786106,24578.078490014595,True,True,False
6,1.024061368919124,208583.99273454485,184026.0245135707,24557.968220974144,True,True,False
7,1.0260954244832132,198073.3044956331,169558.66274429375,28514.641751339368,True,True,False
8,1.0283334180110604,188483.70599276864,169143.67972752848,19340.026265240158,True,True,False
9,1.0304606150719204,183291.37336824607,166049.1418384212,17242.231529824872,True,True,False
10,1.0318090099830808,181128.1077402598,162976.2569533154,18151.850786944386,True,True,False
11,1.0318172829415695,179916.5019379365,157254.84809349928,22661.653844437213,True,True,False
12,1.0309755257075432,164694.70004375087,145920.3757430742,18774.32430067667,True,True,False
13,1.0300169579728367,160605.34047131392,141303.38352365186,19301.956947662053,True,True,False
14,1.028870971244027,157414.2309861203,130206.10014087573,27208.130845244566,True,True,False
15,1.0276663381078244,149176.84360326373,125191.73910881914,23985.10449444459,True,True,False
16,1.0262231887118871,141122.82914677926,116975.22503556893,24147.604111210327,True,True,False
17,1.0250523023805642,133462.7813228248,115978.18994091795,17484.591381906852,True,True,False
18,1.0239052186821498,129797.49277871141,111789.39293727832,18008.099841433097,True,True,False
19,1.023009890555952,124535.80461860125,107930.75467668072,16605.04994192053,True,True,False
20,1.022513141208246,117440.4205611427,100404.43084982042,17035.989711322283,True,True,False
21,1.0219270686386202,112646.10528558647,100788.62091165755,11857.48437392892,True,True,False
22,1.021362634006373,110586.38071314275,93782.8053981624,16803.57531498035,True,True,False
23,1.020920699505363,106737.60678883235,84544.71485820255,22192.89193062979,True,True,False
24,1.020210285748905,96500.41757752397,78654.3437017643,17846.07387575967,True,True,False
25,1.0196759471831904,91734.40074245384,74391.16829171983,17343.23245073401,True,True,False
26,1.0192153643370474,87504.65507229691,70745.67104363517,16758.98402866174,True,True,False
27,1.0192269365185636,81094.98934004543,66246.97262117502,14848.016718870407,True,True,False
28,1.0193686086932032,80748.12571504267,65410.80116338572,15337.324551656951,True,True,False
29,1.0196250720658173,73899.7803479751,62163.75492105444,11736.025426920663,True,True,False
30,1.019644612544702,70324.79183278461,58985.449143041726,11339.342689742887,True,True,False
31,1.0195147884042852,66437.72354011869,57261.36717915934,9176.356360959355,True,True,False
32,1.019512000351039,68324.73679356443,56026.0420206001,12298.694772964329,True,True,False
33,1.0193367115388188,75459.26182995437,55839.72228170562,19619.53954824875,True,True,False
34,1.019109992510257,84283.1527479259,54470.60567831548,29812.547069610417,True,True,False
35,1.018899285374533,61987.96662098641,54270.206937969044,7717.759683017364,True,True,False
36,1.018615945746462,62938.85739614235,50516.71465312712,12422.142743015233,True,True,False
37,1.0183393396238942,59858.958073712565,49019.35321730656,10839.604856406004,True,True,False
38,1.0179790953087935,58347.91202158809,48980.49404340991,9367.417978178179,True,True,False
39,1.0176668818931711,58973.3185949609,47781.59401981799,11191.724575142915,True,True,False
40,1.0171886999379056,54208.915944669265,47610.913108253604,6598.002836415661,True,True,False
41,1.0166717898811128,56265.09393840183,45407.216916128025,10857.877022273802,True,True,False
42,1.0159120608528132,52774.033074814666,43879.83802206958,8894.195052745083,True,True,False
43,1.0147483095229597,48581.32938595363,42293.231286562506,6288.098099391122,True,True,False
44,1.0133743491843488,48265.838331880565,40559.16897270559,7706.669359174972,True,True,False
45,1.0117533891217205,46511.5292096755,40577.20557286726,5934.3236368082435,True,True,False
46,1.0098021824652053,46864.416123378236,38471.70878586038,8392.707337517859,True,True,False
47,1.0075883376972585,44678.28875369665,37571.63835546505,7106.650398231599,True,True,False
48,1.0051832179909943,43589.77598427878,35768.666977853034,7821.109006425744,True,True,False
49,1.0025385974397396,42020.57141279642,36099.976113589815,5920.595299206601,True,True,False
50,0.9994829797640944,41034.95049368924,34666.356560064625,6368.593933624616,True,True,False
51,0.9962054105434858,39706.426486862336,34967.408176529396,4739.01831033294,True,True,False
52,0.9926833289305038,40257.851338814726,34344.607769754686,5913.24356906004,True,True,False
53,0.9887852425500933,38382.635302667644,33656.36863448621,4726.266668181437,True,True,False
54,0.9845372679292509,37843.39554464171,34144.07584375002,3699.3197008916904,True,True,False
55,0.9800109799963288,38070.91582931894,32857.730276290284,5213.185553028656,True,True,False
56,0.9752339744869989,39306.489449234905,32862.27302228408,6444.2164269508285,True,True,False
57,0.970342221787067,39973.05801387003,32610.459454972108,7362.598558897924,True,True,False
58,0.9651080231087138,37362.5993440055,32812.11929018053,4550.480053824969,True,True,False
59,0.9596232331889873,37347.10780143515,32597.594678382262,4749.51312305289,True,True,False
60,0.9539350808248005,36598.726781878286,31812.158839076154,4786.567942802132,True,True,False
61,0.9479858900243127,38151.676590401155,32497.397380916897,5654.279209484259,True,True,False
62,0.9417934326791377,35914.47854932514,32330.3415403369,3584.1370089882403,True,True,False
63,0.9354350392445719,37638.196645674834,32256.295585821128,5381.901059853706,True,True,False
64,0.9288356834046366,37346.63350598696,32569.777806078535,4776.855699908425,True,True,False
65,0.9221033773358348,37926.85519773339,31841.732148666655,6085.123049066737,True,True,False
66,0.9153835563221058,38057.19724505747,32073.727239805423,5983.470005252046,True,True,False
67,0.9088366620345996,35726.022933414584,32079.272010484747,3646.7509229298375,True,True,False
68,0.9023255310494895,36627.430332807184,30848.142407154803,5779.287925652381,True,True,False
